date
1989-12-01
1974-02-01
1986-11-01
1983-04-01
2014-10-01
1989-06-01
1980-09-01
1992-09-01
2000-09-01
1981-07-01
2008-01-01
2002-04-01
1985-07-01
2010-05-01
2002-08-01
1994-01-01
2004-12-01
2003-03-01
1991-07-01
1982-07-01
1984-01-01
2000-01-01
2001-01-01
1982-01-01
1998-01-01
2012-01-01
1991-01-01
1988-01-01
2014-01-01
2016-01-01
1976-01-01
1981-01-01
2011-01-01
1997-01-01
2003-01-01
1983-01-01
1999-01-01
2010-01-01
1975-01-01
1972-01-01
2015-01-01
1989-01-01
1994-01-01
1993-01-01
1996-01-01
2013-01-01
1974-01-01
1990-01-01
1995-01-01
2004-01-01
1987-01-01
1973-01-01
1992-01-01
1977-01-01
1985-01-01
2007-01-01
2009-01-01
1986-01-01
1978-01-01
2002-01-01
1979-01-01
2006-01-01
2008-01-01
2005-01-01
1980-01-01
